Code Domaine,Domaine,Code zone (ISO3),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Édition,Unité,Valeur,Symbole,Description du Symbole
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","ERI","Érythrée","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","ESP","Espagne","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","8.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","ESP","Espagne","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","4.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","EST","Estonie","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","5.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","EST","Estonie","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","0.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","SWZ","Eswatini","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","65","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","SWZ","Eswatini","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","0.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","USA","États-Unis d'Amérique","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","4.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","USA","États-Unis d'Amérique","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","16.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","ETH","Éthiopie","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","54.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","ETH","Éthiopie","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","67.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","RUS","Fédération de Russie","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","1.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","RUS","Fédération de Russie","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","2.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","FJI","Fidji","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","59","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","FJI","Fidji","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","0.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","FIN","Finlande","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","0.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","FIN","Finlande","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","<0.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","FRA","France","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","3.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","FRA","France","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GAB","Gabon","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","37.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GAB","Gabon","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","0.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GMB","Gambie","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","44","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GMB","Gambie","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","1.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GEO","Géorgie","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GEO","Géorgie","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GHA","Ghana","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","63","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GHA","Ghana","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","20.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GRC","Grèce","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","18.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GRC","Grèce","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","1.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GRD","Grenade","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","21.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GRD","Grenade","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","<0.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GRL","Groenland","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GRL","Groenland","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GTM","Guatemala","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","43.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GTM","Guatemala","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","7.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GIN","Guinée","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","37.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GIN","Guinée","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","5.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GNQ","Guinée équatoriale","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GNQ","Guinée équatoriale","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GNB","Guinée-Bissau","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","64","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GNB","Guinée-Bissau","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","1.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GUY","Guyana","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","9.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","GUY","Guyana","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","0.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","HTI","Haïti","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","83.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","HTI","Haïti","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","9.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","HND","Honduras","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","39","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","HND","Honduras","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","4.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","HUN","Hongrie","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","10.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","HUN","Hongrie","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","CYM","Îles Caïmanes","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","","","",""
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","CYM","Îles Caïmanes","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","","","",""
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","COK","Îles Cook","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","COK","Îles Cook","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MHL","Îles Marshall","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MHL","Îles Marshall","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","SLB","Îles Salomon","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","SLB","Îles Salomon","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","TCA","Îles Turques-et-Caïques","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","","","",""
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","TCA","Îles Turques-et-Caïques","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","","","",""
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","VGB","Îles Vierges britanniques","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","","","",""
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","VGB","Îles Vierges britanniques","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","","","",""
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","IND","Inde","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","55.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","IND","Inde","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","792.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","IDN","Indonésie","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","47.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","IDN","Indonésie","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","132.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","IRN","Iran (République islamique d')","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","15.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","IRN","Iran (République islamique d')","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","14.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","IRQ","Iraq","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","26.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","IRQ","Iraq","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","11.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","IRL","Irlande","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","IRL","Irlande","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","<0.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","ISL","Islande","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","0.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","ISL","Islande","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","<0.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","ISR","Israël","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","16.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","ISR","Israël","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","1.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","ITA","Italie","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","6.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","ITA","Italie","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","4.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","JAM","Jamaïque","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","22.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","JAM","Jamaïque","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","0.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","JPN","Japon","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","7.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","JPN","Japon","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","9.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","JOR","Jordanie","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","13","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","JOR","Jordanie","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","1.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","KAZ","Kazakhstan","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","5.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","KAZ","Kazakhstan","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","1.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","KEN","Kenya","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","79.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","KEN","Kenya","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","43","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","KGZ","Kirghizistan","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","35.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","KGZ","Kirghizistan","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","2.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","KIR","Kiribati","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","KIR","Kiribati","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","KWT","Koweït","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","KWT","Koweït","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","LSO","Lesotho","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","76.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","LSO","Lesotho","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","1.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","LVA","Lettonie","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","12.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","LVA","Lettonie","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","0.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","LBN","Liban","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","2.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","LBN","Liban","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","0.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","LBR","Libéria","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","64.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","LBR","Libéria","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","3.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","LBY","Libye","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","LBY","Libye","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","LTU","Lituanie","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","LTU","Lituanie","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","0.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","LUX","Luxembourg","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","1.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","LUX","Luxembourg","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","<0.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MKD","Macédoine du Nord","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","19.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MKD","Macédoine du Nord","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","0.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MDG","Madagascar","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","93.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MDG","Madagascar","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","28.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MYS","Malaisie","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","1.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MYS","Malaisie","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","0.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MWI","Malawi","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","89.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MWI","Malawi","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","18.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MDV","Maldives","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","1.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MDV","Maldives","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","<0.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MLI","Mali","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","58.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MLI","Mali","6132","Valeur","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","Décembre 2024 (Mise à jour)","millions de No","13.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","MLT","Malte","6121","Valeur","7005","Prevalence of unaffordability (PUA), percent","2022","2022","Décembre 2024 (Mise à jour)","%","2.4","E","Valeur estimée"
