STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHR,Bahrain,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,46.6019401550293,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHS,"Bahamas, The",WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,78.1553421020508,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BIH,Bosnia and Herzegovina,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,30.5825233459473,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLR,Belarus,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,56.3106803894043,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLZ,Belize,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,49.029125213623,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BMU,Bermuda,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,72.3300933837891,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BOL,Bolivia,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,19.4174766540527,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,37.8640785217285,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,86.8932037353516,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRN,Brunei Darussalam,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,91.2621383666992,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BTN,Bhutan,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,92.7184448242188,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BWA,Botswana,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,83.0097122192383,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAF,Central African Republic,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,9.70873832702637,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,72.8155364990234,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHE,Switzerland,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,90.7766952514648,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,74.271842956543,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHN,China,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,30.0970878601074,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,0.970873773097992,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CMR,Cameroon,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,40.2912635803223,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COD,"Congo, Dem. Rep.",WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,1.45631062984467,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COG,"Congo, Rep.",WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,15.0485439300537,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COK,Cook Islands,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,2.91262125968933,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COM,Comoros,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,33.980583190918,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CPV,Cabo Verde,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,68.9320373535156,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,67.4757308959961,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUB,Cuba,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,58.737865447998,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYM,Cayman Islands,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,90.291259765625,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,64.0776672363281,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,77.6699066162109,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,75.728157043457,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DJI,Djibouti,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,22.8155345916748,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DMA,Dominica,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,73.3009719848633,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,85.4368896484375,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,38.3495140075684,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,20.3883495330811,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECU,Ecuador,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,23.7864074707031,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EGY,"Egypt, Arab Rep.",WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,26.6990299224854,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ERI,Eritrea,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,23.3009700775146,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ESP,Spain,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,53.3980598449707,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,65.5339813232422,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ETH,Ethiopia,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,5.82524251937866,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FIN,Finland,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,100.0,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FJI,Fiji,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,57.2815551757812,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,57.7669906616211,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FSM,"Micronesia, Fed. Sts.",WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,87.8640747070312,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GAB,Gabon,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,55.8252410888672,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GBR,United Kingdom,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,50.4854354858398,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GEO,Georgia,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,25.2427177429199,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,51.9417457580566,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GIN,Guinea,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,16.019416809082,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GMB,"Gambia, The",WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,53.8834953308105,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GNB,Guinea-Bissau,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,28.6407775878906,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GNQ,Equatorial Guinea,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,35.9223289489746,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRC,Greece,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,63.5922317504883,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRD,Grenada,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,58.2524261474609,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRL,Greenland,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,22.3300971984863,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GUF,French Guiana,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,54.3689308166504,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
