STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2010,2.356723,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2007,2.5,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUB,Cuba,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2023,2.2,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUB,Cuba,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2018,2.041667,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUB,Cuba,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2016,2.3125,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUB,Cuba,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2014,1.842105,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUB,Cuba,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2012,2.084762,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUB,Cuba,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2010,1.904514,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUB,Cuba,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2023,2.8,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2018,2.892454,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2016,3.0,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2014,2.871428,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2012,3.165135,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2010,2.935415,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2007,2.90909,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2023,3.0,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2018,3.4646,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2016,3.357148,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2014,3.28524,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2012,2.960744,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2010,3.247565,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2007,3.0,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2023,4.1,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2018,3.95873,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2016,3.745903,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2014,3.816178,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2012,4.073452,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2010,3.986009,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2007,3.82353,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DJI,Djibouti,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2023,2.3,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DJI,Djibouti,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2018,2.791781,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DJI,Djibouti,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2016,2.297812,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DJI,Djibouti,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2014,2.0,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DJI,Djibouti,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2012,1.506643,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DJI,Djibouti,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2010,2.333333,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DJI,Djibouti,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2007,1.91667,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2023,2.7,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2018,2.357383,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2016,2.289697,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2014,2.610672,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2012,2.607577,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2010,2.342563,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2007,2.18421,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECU,Ecuador,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2023,,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECU,Ecuador,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2018,2.721777,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECU,Ecuador,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2016,2.46921,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECU,Ecuador,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2014,2.497314,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECU,Ecuador,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2012,2.6198,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECU,Ecuador,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2010,2.381625,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECU,Ecuador,WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2007,2.36364,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EGY,"Egypt, Arab Rep.",WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2023,3.0,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EGY,"Egypt, Arab Rep.",WB_LPI_LP_LPI_INFR_XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,SCORE_L1T5H,score (1=low to 5=high),WB_LPI_SCORE_OV,Score: Overall,_Z,Not Applicable,_Z,Not Applicable,2018,2.817778,WB_LPI,Logistics Performance Index,0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
